artist,track,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
Daler Mehndi,Bolo Ta Ra Ra,0.703,0.848,6,-11.002,1,0.0462,0.282,0.295,0.0454,0.921,144.899,313027
Mithoon,Sanam Re (Lounge Mix),0.668,0.362,3,-8.408,0,0.0268,0.912,0.000454,0.162,0.314,108.956,277134
Yo Yo Honey Singh,Dheere Dheere,0.73,0.58,0,-7.976,1,0.124,0.0399,2.48E-05,0.0703,0.55,167.915,212413
K. S. Chithra,"Ye Toh Sach Hai Ke Bhagwan - From ""Hum Saath-Saath Hain""",0.584,0.716,9,-4.665,0,0.0362,0.459,5.29E-05,0.14,0.683,95.021,409130
Pritam,Paisa,0.83,0.775,7,-6.765,1,0.103,0.137,0,0.192,0.885,105.623,234387
Vishal-Shekhar,Jabra Fan - Hindi Version,0.827,0.88,9,-4.185,1,0.269,0.221,0,0.0392,0.911,95.84,225000
Abhijeet Sawant,Mohabbatein Lutaaunga,0.62,0.637,8,-9.692,1,0.0437,0.101,3.44E-06,0.194,0.499,83.995,356440
Maize Mirchi,Jashn-E-Bahara,0.586,0.397,9,-9.202,1,0.0352,0.774,0,0.0962,0.31,132.037,188000
Vishal-Shekhar,Bulleya,0.675,0.579,4,-11.976,1,0.0308,0.369,3.38E-06,0.118,0.724,97.01,357068
Sajid-Wajid,Soni De Nakhre,0.829,0.852,6,-5.4,1,0.0477,0.00698,0.000278,0.055,0.912,131.989,261013
"Gajendra Verma, Neeraj Shridhar, Sachin Gupta","Mann Mera (From ""Table No. 21"")",0.54,0.774,1,-7.873,0,0.0444,0.0524,0,0.142,0.384,191.809,198125
The Doorbeen,Lamberghini,0.957,0.579,11,-7.257,1,0.0512,0.5,0,0.0737,0.856,103.981,216905
Sajid-Wajid,Munni Badnaam,0.696,0.95,1,-4.942,1,0.0963,0.0873,0.000345,0.0944,0.743,125.029,305017
Amit Trivedi,Pareshaan,0.446,0.398,2,-11.353,0,0.0358,0.421,5.48E-05,0.112,0.259,149.839,292075
Arko,Teri Mitti - Female Version (Kesari),0.584,0.188,4,-10.067,1,0.0314,0.945,0,0.0871,0.393,144.068,217000
Rahat Fateh Ali Khan,"Sanu Ek Pal Chain (From ""Raid"")",0.71,0.813,7,-6.099,1,0.0381,0.545,1.68E-05,0.105,0.847,139.998,210346
Atif Aslam,"Dekhte Dekhte (From ""Batti Gul Meter Chalu"")",0.799,0.828,9,-4.846,0,0.0782,0.424,0,0.145,0.627,105.04,256271
A.R. Rahman,Marvel Anthem,0.668,0.335,2,-9.667,1,0.0449,0.386,0,0.102,0.245,89.927,202671
Karan Sehmbi,"Photo (From ""Luka Chuppi"")",0.739,0.644,0,-5.881,0,0.0503,0.103,0,0.189,0.315,94.996,177159
Pritam,"Hawayein (From ""Jab Harry Met Sejal"")",0.606,0.601,2,-5.576,1,0.0283,0.795,0.000522,0.127,0.453,125.964,289999
Amit Trivedi,Aaj Se Teri,0.708,0.567,9,-5.703,1,0.0338,0.589,1.01E-06,0.178,0.862,79.992,312240
Sonu Nigam,"Chaiyya Chaiyya (From ""Dil Se"")",0.786,0.579,2,-14.913,1,0.142,0.186,0,0.118,0.481,90.012,416613
Abhijeet,"Main Koi Aisa Geet Gaoon (From ""Yes Boss"")",0.77,0.485,7,-11.612,1,0.0463,0.166,0.000196,0.289,0.932,121.685,317000
Jatin-Lalit,Ae Kash Ke Hum,0.364,0.687,0,-7.967,1,0.0571,0.656,0,0.175,0.663,161.008,310427
Shankar-Ehsaan-Loy,Noor E Khuda,0.549,0.533,2,-8.41,1,0.0307,0.708,0.00147,0.12,0.216,114.847,397080
Darshan Raval,"Chogada (From ""Loveyatri"")",0.359,0.972,7,-3.452,1,0.109,0.136,2.52E-06,0.14,0.595,62.914,249742
Arijit Singh,"Dil Cheez Tujhe Dedi (From ""Airlift"")",0.699,0.665,2,-6.921,0,0.0483,0.0207,0,0.376,0.558,105.053,271330
Various Artists,Samjhawan,0.65,0.482,4,-8.667,1,0.0281,0.293,0,0.0811,0.517,106.994,269185
Various Artists,Pal Bhar Ke Liye - Johny Mera Naam / Soundtrack Version,0.63,0.514,6,-11.074,1,0.0794,0.741,0,0.386,0.844,105.675,305440
Ankit Tiwari,"Zindagi (From ""Pranaam"")",0.371,0.409,11,-10.158,0,0.029,0.638,7.10E-05,0.116,0.292,143.871,369619
Shankar-Ehsaan-Loy,Pretty Woman,0.677,0.942,11,-6.105,0,0.16,0.124,0.0132,0.0819,0.598,173.991,353880
Pritam,Janam Janam,0.301,0.581,11,-7.324,0,0.0422,0.602,0,0.0757,0.235,132.051,237897
Akhil,Khaab,0.662,0.661,0,-5.689,1,0.0514,0.417,0,0.0784,0.222,80.009,201689
Harrdy Sandhu,Backbone,0.501,0.828,3,-2.495,0,0.114,0.053,0,0.135,0.483,84.659,175059
Pav Dharia,Na Ja,0.772,0.649,2,-6.411,1,0.143,0.0724,0,0.0761,0.824,90.072,208000
Maninder Buttar,Sakhiyaan,0.706,0.674,9,-5.932,1,0.044,0.3,0,0.202,0.359,83.001,179326
Param Singh,Daru Badnaam,0.541,0.676,8,-3.893,0,0.153,0.442,0,0.159,0.845,90.037,185333
Diljit Dosanjh,Do You Know,0.697,0.796,1,-3.685,0,0.0742,0.155,0,0.162,0.312,85.002,211765
Garry Sandhu,Illegal Weapon,0.814,0.666,6,-6.555,1,0.0635,0.488,4.23E-05,0.108,0.714,94.02,230000
Ammy Virk,Qismat,0.43,0.744,11,-5.105,0,0.132,0.498,0,0.381,0.736,87.726,243871
Amrit Maan,Bamb Jatt,0.817,0.842,3,-4.361,0,0.071,0.239,0,0.102,0.632,133.965,234668
Kulwinder Billa,Palazzo,0.652,0.801,1,-6.237,0,0.0813,0.22,0,0.0715,0.74,81.058,198784
Ninja,Aadat,0.326,0.638,11,-7.02,0,0.211,0.209,0,0.0931,0.287,76.785,247954
Parmish Verma,4 Yaar,0.751,0.816,2,-4.073,0,0.111,0.0469,0,0.394,0.36,85.995,181755
Karan Sehmbi,"Photo (From ""Luka Chuppi"")",0.739,0.644,0,-5.881,0,0.0503,0.103,0,0.189,0.315,94.996,177159
Various Artists,Blah Blah Blah (Mixed),0.562,0.993,0,-4.287,1,0.128,0.00014,0.0184,0.333,0.0471,136.351,76138
Various Artists,Exposure (Mixed),0.329,0.951,11,-5.216,0,0.0788,0.000183,0.111,0.489,0.341,135.144,74726
Various Artists,Venture (Mixed),0.488,0.978,4,-4.228,1,0.129,2.52E-05,0.242,0.365,0.371,129.502,59159
Various Artists,Before I Wake (Mixed),0.439,0.989,5,-4.148,0,0.159,0.00251,0.823,0.338,0.0393,133.132,87024
Various Artists,Playmo (1st Play) [Mixed],0.488,0.973,6,-5.018,1,0.0616,4.81E-05,0.931,0.188,0.546,138.283,41918
Various Artists,EIFORYA (Mixed),0.471,0.909,5,-5.126,1,0.142,0.0044,0.106,0.399,0.624,130.697,72867
Various Artists,Endymion (Mixed),0.581,0.919,0,-4.145,0,0.0521,0.000518,0.817,0.548,0.0367,129.361,104107
Various Artists,Invasion (A State Of Trance 550 Anthem) [Mixed],0.379,0.942,0,-3.968,1,0.428,0.0219,0.459,0.366,0.41,130.613,80055
Various Artists,Waiting (Mixed),0.484,0.887,6,-4.829,0,0.236,0.00349,0,0.649,0.295,134.087,42779
Various Artists,Our Origin (Mixed),0.477,0.817,9,-6.679,0,0.0354,0.0154,0.447,0.2,0.274,132.462,194279
Armin van Buuren,Blah Blah Blah,0.612,0.963,5,-3.912,0,0.0531,0.00897,0.00378,0.294,0.179,138.009,183519
Various Artists,Exposure (Mixed),0.329,0.951,11,-5.216,0,0.0788,0.000183,0.111,0.489,0.341,135.144,74726
Various Artists,Venture (Mixed),0.488,0.978,4,-4.228,1,0.129,2.52E-05,0.242,0.365,0.371,129.502,59159
Various Artists,Before I Wake (Mixed),0.439,0.989,5,-4.148,0,0.159,0.00251,0.823,0.338,0.0393,133.132,87024
Various Artists,Playmo (1st Play) [Mixed],0.488,0.973,6,-5.018,1,0.0616,4.81E-05,0.931,0.188,0.546,138.283,41918
Various Artists,EIFORYA (Mixed),0.471,0.909,5,-5.126,1,0.142,0.0044,0.106,0.399,0.624,130.697,72867
Various Artists,Invasion (A State Of Trance 550 Anthem) [Mixed],0.379,0.942,0,-3.968,1,0.428,0.0219,0.459,0.366,0.41,130.613,80055
Various Artists,Endymion (Mixed),0.581,0.919,0,-4.145,0,0.0521,0.000518,0.817,0.548,0.0367,129.361,104107
Dash Berlin,Waiting - Original Mix,0.631,0.636,9,-9.219,1,0.0527,0.0195,2.00E-05,0.0689,0.34,135.989,568942
Armin van Buuren,Our Origin,0.452,0.927,9,-6.496,0,0.033,0.00946,0.353,0.118,0.0372,131.984,211406
Gareth Emery,Yesterday,0.511,0.696,0,-4.358,0,0.0427,0.285,0.000106,0.206,0.291,129.893,199500
Gareth Emery,Laserface 01 (Aperture),0.553,0.825,9,-7.068,0,0.0382,0.0133,0.894,0.159,0.215,135.998,153444
Gareth Emery,Somebody,0.63,0.68,8,-7.345,1,0.0346,0.102,0,0.0944,0.471,113.036,210004
Gareth Emery,Saving Light,0.466,0.93,4,-2.555,0,0.0627,0.0707,0.0009,0.33,0.134,129.99,275646
Gareth Emery,Concrete Angel,0.624,0.86,7,-6.652,1,0.0435,0.00604,0.000872,0.276,0.558,130.006,236733
Gareth Emery,Take Everything,0.506,0.823,6,-5.272,1,0.0424,0.0234,0.000916,0.303,0.405,133.954,212239
Gareth Emery,Kingdom United,0.58,0.915,7,-5.278,1,0.0397,0.000892,0.0232,0.209,0.0398,133.004,326500
Gareth Emery,Lionheart - Tom Fall Remix,0.475,0.925,1,-3.942,0,0.0473,0.0302,2.52E-06,0.129,0.259,130.02,175385
Gareth Emery,Reckless,0.619,0.805,5,-4.759,1,0.0452,0.29,0,0.236,0.354,128.039,202353
Gareth Emery,Sanctuary - Radio Edit,0.587,0.697,7,-6.723,0,0.0337,0.00341,0.191,0.272,0.309,133.972,225709
Various Artists,Romantic Mashup 2(Remix By Dj Chetas),0.517,0.761,8,-5.118,0,0.0411,0.0928,1.97E-06,0.268,0.338,99.999,325172
Vishal-Shekhar,Nashe Si Chadh Gayi,0.799,0.784,4,-5.207,0,0.0519,0.11,2.84E-06,0.227,0.26,96.953,237876
Mithoon,"Chal Ghar Chalen (From ""Malang - Unleash The Madness"") [Mithoon feat. Arijit Singh]",0.285,0.238,5,-9.623,0,0.0375,0.663,9.23E-06,0.0793,0.213,179.918,340672
Mithoon,Intezaar,0.46,0.466,2,-7.721,1,0.0463,0.642,0,0.067,0.144,118.884,267520
Various Artists,Love Mashup 2019,0.607,0.515,7,-9.401,1,0.0299,0.216,0.000265,0.314,0.283,97.947,265830
Various Artists,"Valentine's Mashup 2019(Remix By Kedrock,Sd Style)",0.595,0.61,7,-6.887,0,0.0498,0.33,2.18E-06,0.0628,0.314,97.974,212522
Mithoon,"Darkhaast (feat. Arijit Singh, Sunidhi Chauhan)",0.523,0.557,7,-7.799,1,0.0293,0.813,0.000581,0.0958,0.196,111.766,374205
Various Artists,Phir Bhi Tumko Chaahunga,0.527,0.525,1,-8.106,1,0.0337,0.876,1.41E-05,0.172,0.257,99.638,351588
Jubin Nautiyal,"Lo Safar (From ""Baaghi 2"")",0.527,0.469,7,-9.562,0,0.0247,0.856,0.00393,0.121,0.403,90.933,282023
Arijit Singh,"Sanam Re (From ""Sanam Re"")",0.581,0.71,7,-4.961,0,0.0374,0.395,0,0.137,0.755,111.969,308714
Sachin-Jigar,Haareya,0.675,0.392,4,-10.11,0,0.037,0.773,0,0.109,0.534,123.935,214736
Sohail Sen,Jiya,0.468,0.651,4,-8.36,1,0.0296,0.262,8.26E-05,0.0745,0.463,172.049,283742
Jasleen Royal,Khol De Par,0.771,0.448,9,-10.965,1,0.0306,0.516,0.000423,0.112,0.439,110,193178
Amit Trivedi,Junooni,0.376,0.52,7,-7.009,1,0.0287,0.186,8.37E-06,0.131,0.296,169.937,296378
Shankar-Ehsaan-Loy,Sajde,0.499,0.48,1,-6.45,1,0.0415,0.619,0,0.319,0.577,99.886,325460
Shankar-Ehsaan-Loy,My Name Is Ranveer Ching,0.553,0.858,1,-4.647,1,0.317,0.0878,0,0.0734,0.783,131.682,190642
Amit Trivedi,Hulchul,0.48,0.858,2,-4.902,1,0.0713,0.0384,1.99E-06,0.506,0.437,160.065,237683
Arijit Singh,Jiya EDM Mix,0.778,0.805,4,-3.846,1,0.0281,0.00655,0.00889,0.0738,0.654,128.011,185640
Amit Trivedi,Udanchoo,0.681,0.736,4,-6.131,0,0.0416,0.191,0,0.215,0.767,143.961,207177
Various Artists,I am India-Full Song,0.82,0.808,11,-6.02,1,0.187,0.0767,5.62E-05,0.323,0.909,134.014,223383
Arijit Singh,Jag Mag,0.874,0.788,1,-6.793,1,0.0906,0.146,6.79E-05,0.0507,0.879,107.997,192418
Arijit Singh,Poshampa,0.757,0.863,6,-4.891,0,0.0308,0.141,1.18E-05,0.153,0.762,133.971,268460
Various Artists,Into The Night,0.564,0.616,2,-7.436,0,0.0533,0.0755,0,0.092,0.43,109.845,176106
DMNDS,Honey,0.701,0.908,5,-4.499,0,0.0533,0.0011,6.36E-05,0.614,0.181,124.039,200060
Big Z,Wednesday,0.728,0.823,8,-4.552,1,0.129,0.0702,7.26E-06,0.28,0.452,119.828,168556
ToonSquad,Save The World,0.482,0.873,8,-3.95,1,0.0499,0.26,1.92E-06,0.103,0.191,129.937,218058
Devan,Humana,0.733,0.629,8,-10.025,0,0.133,0.00811,0.00166,0.0816,0.475,97.959,191074
Nate VanDeusen,Far Away,0.677,0.695,2,-8.719,1,0.0419,0.563,1.80E-06,0.0381,0.431,104.961,223335
NUDØ,Change My Mind [RØGUENETHVN Remix],0.61,0.87,1,-4.664,1,0.0577,0.109,6.51E-05,0.311,0.505,77.958,155417
Various Artists,Heartbeat (Norro Remix),0.689,0.844,6,-5.831,1,0.0431,0.00398,0.00103,0.141,0.175,124.005,210430
Savana,Quiero Sentir,0.646,0.631,6,-7.726,0,0.128,0.155,0,0.111,0.224,97.046,178250
Various Artists,Give A Little Love,0.64,0.881,3,-5.263,0,0.0409,0.00212,8.37E-05,0.138,0.172,126.075,221376
FANNYPACK,Simple (STVW Remix),0.434,0.917,9,-3.613,0,0.0633,0.301,1.80E-05,0.289,0.622,121.967,147554
Joshua Francois,Treasure in My Soul,0.742,0.906,0,-2.801,1,0.0861,0.315,0,0.396,0.703,123.042,193216
Various Artists,Your Way,0.718,0.739,2,-5.721,0,0.0377,0.203,0.000474,0.218,0.658,106.993,177203
Big Z,Alive,0.706,0.838,1,-3.468,1,0.202,0.301,3.43E-06,0.566,0.363,122.939,203456
Various Artists,Into The Night,0.564,0.616,2,-7.436,0,0.0533,0.0755,0,0.092,0.43,109.845,176106
Manuals,Bam Bam,0.729,0.662,7,-5.703,1,0.059,0.168,0,0.314,0.651,90.057,186000
Maori,In the Dark,0.644,0.735,5,-6.076,0,0.0543,0.0746,0,0.123,0.476,123.052,191220
ALLEGRØ,Find Me - Radio Edit,0.709,0.73,11,-3.661,0,0.0336,0.134,8.99E-06,0.287,0.667,124.997,180960
Jaimes,Lovesong.Mp3,0.763,0.317,7,-14.459,1,0.0329,0.626,0,0.662,0.339,99.949,246538
Maori,In the Dark - Original Club Mix,0.755,0.64,5,-6.321,0,0.0534,0.0152,2.74E-06,0.153,0.615,122.999,241929
Various Artists,Psycho Saiyaan,0.785,0.746,10,-2.672,0,0.149,0.0916,1.98E-05,0.121,0.864,189.988,166294
Arijit Singh,"Pachtaoge (From ""Jaani Ve"")",0.515,0.691,5,-4.028,0,0.0344,0.624,0,0.121,0.484,169.521,226789
Various Artists,"O Saki Saki (From ""Batla House"")",0.737,0.961,10,-0.155,0,0.0747,0.163,0,0.361,0.567,108.014,191089
Various Artists,Tera Ban Jaunga,0.605,0.53,11,-6.346,1,0.0246,0.822,0,0.131,0.399,93.951,236437
Sachet Tandon,"Mere Sohneya (From ""Kabir Singh"")",0.376,0.643,9,-5.713,1,0.0411,0.558,0,0.217,0.646,136.224,193356
Various Artists,Ve Maahi,0.65,0.551,0,-6.906,1,0.0274,0.405,0,0.219,0.294,102.934,223999
Arijit Singh,"Ghungroo (From ""War"")",0.695,0.727,6,-6.274,0,0.0323,0.0744,0.000175,0.533,0.864,118.034,302935
A.R. Rahman,"Enna Sona (From ""OK Jaanu"")",0.717,0.416,7,-9.875,0,0.0303,0.635,1.43E-06,0.0976,0.381,100.026,213632
Falguni Pathak,Aiyo Rama,0.66,0.53,3,-12.978,0,0.306,0.112,3.72E-06,0.0537,0.759,181.969,286800
Bappi Lahiri,Jano Meri Jano,0.385,0.462,11,-11.489,0,0.0346,0.453,3.41E-05,0.0919,0.581,81.964,406573
A.R. Rahman,Maahi Ve,0.604,0.72,5,-7.276,1,0.0603,0.571,1.18E-05,0.12,0.528,130.995,240784
Various Artists,"So Gaya Yeh Jahan (From ""Bypass Road"")",0.662,0.598,7,-7.753,1,0.0459,0.43,3.68E-06,0.0879,0.653,94.025,152277
Jatin-Lalit,Meri Duniya Hai,0.634,0.54,0,-10.506,1,0.0297,0.491,5.53E-05,0.115,0.81,121.061,278107
Pritam,Alvida,0.287,0.655,2,-5.566,1,0.0372,0.594,7.51E-06,0.11,0.239,84.015,338587
Kishore Kumar,"Kehdoon Tumhen - From ""Deewaar""",0.332,0.642,9,-1.312,1,0.0363,0.724,3.50E-05,0.0834,0.621,105.993,221920
Lata Mangeshkar,"Saagar Kinare - From ""Saagar""",0.523,0.516,5,-7.394,1,0.0297,0.624,1.16E-05,0.232,0.51,118.717,257800
Altaf Raja,Mere Rashke Qamar,0.717,0.775,8,-7.246,1,0.222,0.597,0,0.235,0.833,104.955,293187
Himesh Reshammiya,Oodhni,0.636,0.962,6,-6.491,1,0.137,0.228,0,0.0406,0.448,117.016,413147
Shankar-Ehsaan-Loy,"Kya Karoon? (From ""Wake Up Sid "")",0.594,0.548,9,-7.588,0,0.0267,0.611,0.00146,0.117,0.374,98.014,236160
Kishore Kumar,Pal Pal Dil Ke Paas - Blackmail / Soundtrack Version,0.484,0.464,1,-7.529,1,0.0356,0.642,8.28E-06,0.0836,0.502,120.511,328480
Arijit Singh,"Roke Na Ruke Naina (From ""Badrinath Ki Dulhania"")",0.503,0.381,9,-9.31,1,0.0283,0.722,1.15E-05,0.154,0.263,80.658,278402
Pritam,Hawayein,0.606,0.601,2,-5.576,1,0.0283,0.795,0.000522,0.127,0.453,125.964,289999
Various Artists,Dua-Saware,0.46,0.616,0,-6.606,0,0.0343,0.718,9.83E-06,0.142,0.487,144.854,318635
Various Artists,Soch Na Sake-Sab Tera,0.518,0.534,5,-8.068,1,0.0322,0.654,0.000152,0.0887,0.32,153.969,283110
Pritam,Tum Mile,0.738,0.799,0,-6.663,1,0.0334,0.319,4.89E-06,0.31,0.794,123.011,343787
Jeet Gannguli,"Baatein Ye Kabhi Na (From ""Khamoshiyan"") - Male",0.558,0.506,1,-6.761,0,0.0236,0.704,3.05E-06,0.0896,0.358,90.001,289013
Various Artists,"Wada Karo - From ""Aa Gale Lag Jaa""",0.389,0.699,5,-5.05,0,0.0415,0.633,2.26E-06,0.709,0.527,87.427,314707
Laxmikant–Pyarelal,Aaj Phir Tum Pe,0.436,0.619,10,-11.49,0,0.0528,0.739,1.94E-05,0.0695,0.668,87.631,398760
Mohit Chauhan,"Achha Lagta Hai (From ""Aarakshan"")",0.845,0.555,8,-7.498,1,0.0749,0.00248,1.66E-05,0.0877,0.632,101.967,236093
2008 Top Pop Songs,Falling to Pieces,0.66,0.695,10,-5.612,1,0.0259,0.0871,0,0.0875,0.402,93.925,255076
Ved Sharma,"Malang (Title Track) [From ""Malang - Unleash The Madness""]",0.384,0.728,7,-6.503,0,0.0623,0.329,1.85E-05,0.329,0.311,156.396,287374
Mannan Shaah,Proper Patola,0.77,0.824,1,-6.491,0,0.0851,0.485,0,0.318,0.49,172.006,178605
Jeet Gannguli,Hamari Adhuri Kahani (Title Track),0.223,0.359,0,-7.569,1,0.0312,0.845,0,0.133,0.193,73.059,398799
Kishore Kumar,"Nahin Nahin Abhi Nahin - From ""Jawani Diwani""",0.666,0.47,11,-7.469,1,0.0328,0.695,2.70E-05,0.146,0.896,144.569,243067
Kishore Kumar,"Jahan Teri Yeh Nazar Hai - From ""Kaalia""",0.498,0.705,8,-6.932,1,0.0773,0.488,0.000173,0.113,0.962,176.821,324307
Vishal-Shekhar,Fakira,0.618,0.707,0,-6.554,0,0.0398,0.738,0.00442,0.0876,0.711,80.078,288020
Salim–Sulaiman,Kurbaan Hua,0.54,0.718,2,-6.169,0,0.0429,0.022,0.000119,0.248,0.526,166.003,259360
Pritam,Golmaal,0.861,0.874,4,-4.458,0,0.0767,0.132,0.00122,0.312,0.961,133.026,242485
Ismail Darbar,Chand Chhupa Badal Mein,0.402,0.61,11,-9.509,0,0.141,0.368,0,0.109,0.463,86.248,347013
Pritam,Gunji Aangna Mein Shehnai,0.573,0.853,7,-5.155,1,0.195,0.306,0,0.426,0.577,184.984,308744
Kumar Sanu,"Mera Dil Bhi Kitna Pagal Hai (From ""Saajan"")",0.474,0.498,8,-10.146,1,0.0302,0.725,0,0.0852,0.759,100.93,324893
Kishore Kumar,"Tera Mujhse - From ""Aa Gale Lag Jaa""",0.327,0.679,0,-4.734,1,0.0419,0.744,1.32E-05,0.0794,0.503,79.291,339667
Himesh Reshammiya,Aisa Deewana,0.335,0.775,9,-5.51,0,0.0853,0.556,3.58E-06,0.0856,0.738,93.629,313267
Himesh Reshammiya,Kyon Ki Itna Pyar,0.602,0.819,2,-5.43,0,0.0929,0.468,0,0.1,0.429,82.027,356480
Lata Mangeshkar,"Kya Yahi Pyar Hai - From ""Rocky""",0.648,0.41,7,-9.564,0,0.0268,0.413,0,0.12,0.601,102.64,384493
Shankar-Ehsaan-Loy,"Kya Karoon? (From ""Wake Up Sid "")",0.594,0.548,9,-7.588,0,0.0267,0.611,0.00146,0.117,0.374,98.014,236160
Kumar Sanu,"Tum Dil Ki Dhadkan Mein (From ""Dhadkan"")",0.59,0.568,0,-12.8,1,0.0344,0.633,0,0.451,0.502,112.019,314227
Jeet Gannguli,Darbadar,0.549,0.617,5,-6.48,0,0.0344,0.75,8.93E-05,0.124,0.407,86.029,262100
A.R. Rahman,Roobaroo,0.675,0.582,9,-8.891,1,0.0277,0.661,5.56E-06,0.0854,0.538,120.991,282973
Kalyanji-Anandji,Neele Neele Ambar Par - Male Version,0.562,0.696,0,-7.612,1,0.0397,0.628,0,0.172,0.722,93.801,320000
Various Artists,Zero Hour Mashup 2015(Remix By Dj Kiran Kamath),0.803,0.931,1,-2.471,0,0.0554,0.0159,3.07E-05,0.318,0.756,130.041,259670
Arijit Singh,"Bekhayali (Arijit Singh Version) [From ""Kabir Singh""]",0.265,0.58,9,-4.767,0,0.0491,0.491,0,0.243,0.345,172.121,370444
Dhvani Bhanushali,Vaaste,0.444,0.479,5,-5.586,1,0.0436,0.454,0,0.095,0.315,89.892,196044
Various Artists,Kaise Hua,0.385,0.464,2,-6.975,1,0.0404,0.452,0,0.109,0.15,137.839,234722
Various Artists,Valentine Mashup 2019 - DJ Notorious & Lijo George,0.707,0.727,7,-4.151,1,0.0304,0.271,9.45E-06,0.26,0.5,95.987,240006
Gourov - Roshin,Tere Do Naina (feat. Ankit Tiwari),0.495,0.5,0,-9.048,1,0.0246,0.481,0.00493,0.3,0.224,80.023,229582
Pritam,"Main Agar (From ""Tubelight"")",0.589,0.811,1,-5.052,0,0.0429,0.473,0,0.114,0.166,119.969,279500
Justin Bieber,Yummy,0.687,0.514,9,-6.612,0,0.0897,0.366,0,0.116,0.494,145.921,210427
Justin Bieber,Mark My Words,0.383,0.256,0,-8.572,1,0.0332,0.88,2.69E-06,0.169,0.519,114.188,134347
Justin Bieber,All Around The World,0.689,0.816,3,-3.951,0,0.178,0.019,2.42E-06,0.181,0.775,127.958,244547
Kumar Sanu,"Chura Ke Dil Mera (From ""Main Khiladi Tu Anari"")",0.613,0.696,8,-9.486,0,0.0504,0.136,0.00222,0.053,0.874,122.056,474653
Vishal-Shekhar,Tujhe Bhula Diya,0.644,0.423,11,-8.702,0,0.0324,0.464,0,0.11,0.509,131.903,279429
Mohammed Rafi,"Maine Poochha Chand Se - From ""Abdullah""",0.455,0.418,1,-8.018,1,0.0319,0.648,0,0.0809,0.284,130.787,307373
Alisha Chinai,Made in India,0.778,0.641,11,-11.972,1,0.0422,0.00998,0.000416,0.0618,0.967,92.044,266800
Asha Bhosle,"Kitaben Bahut Si (From ""Baazigar"")",0.619,0.721,2,-7.53,0,0.0696,0.423,8.56E-05,0.0587,0.808,97.32,389387
Maninder Buttar,Ik Tera,0.826,0.712,11,-5.219,0,0.0727,0.095,0,0.105,0.49,93.029,160768
Nikk,Yaari,0.587,0.557,6,-8.824,1,0.106,0.427,0,0.103,0.395,159.914,177750
Harrdy Sandhu,Dance Like,0.862,0.818,0,-2.92,0,0.0957,0.38,0,0.301,0.543,100.066,171600
Baani Sandhu,8 Parche,0.652,0.862,8,-2.29,0,0.206,0.161,0,0.203,0.727,173.859,210000
Various Artists,"Illegal Weapon 2.0 (From ""Street Dancer 3D"")",0.805,0.919,1,-1.294,1,0.0938,0.101,0.00343,0.0598,0.494,94.993,188606
Karan Aujla,Chitta Kurta,0.834,0.738,8,-6.904,0,0.199,0.2,0,0.0797,0.656,89.99,217260
Jass Manak,Viah,0.533,0.757,7,-6.73,0,0.0453,0.00733,0,0.111,0.358,169.975,162441
Amrit Maan,Combination,0.856,0.867,11,-2.304,0,0.0854,0.212,0,0.116,0.549,100.694,242808
Deep Jandu,Bombay to Punjab,0.581,0.739,0,-4.953,1,0.369,0.117,0,0.0534,0.361,200.081,243298
The Kidd,Dhakka,0.734,0.715,4,-6.437,0,0.338,0.0857,1.00E-05,0.864,0.764,176.026,246818
Neha Kakkar,Wah Wai Wahh,0.804,0.905,2,-1.512,0,0.0517,0.415,5.49E-06,0.0741,0.715,98.055,176344
B Praak,Filhall,0.526,0.659,0,-4.14,0,0.0558,0.605,0,0.134,0.586,79.907,255000
Parmish Verma,4 Yaar,0.751,0.816,2,-4.073,0,0.111,0.0469,0,0.394,0.36,85.995,181755
Jassie Gill,Aukaat,0.572,0.524,5,-3.113,1,0.24,0.152,0,0.172,0.306,124.307,163492
Jassie Gill,Surma Kaala,0.73,0.806,2,-3.685,0,0.0642,0.0697,0,0.0838,0.511,97,211720
Inder Chahal,Gal Karke,0.753,0.702,8,-4.609,1,0.134,0.329,0,0.161,0.446,163.93,173382
Sunanda Sharma,"Mummy Nu Pasand (From ""Jai Mummy Di"")",0.776,0.969,8,-0.079,0,0.105,0.0149,0.000153,0.352,0.802,94.018,184609
Jassa Dhillon,Pyar Bolda,0.746,0.598,10,-6.538,0,0.0558,0.011,0,0.289,0.243,159.83,162375
Ammy Virk,Wang Da Naap,0.533,0.59,6,-5.641,0,0.0906,0.307,0,0.105,0.67,75.265,158983
Rajvir Jawanda,Kangani,0.714,0.868,2,-1.022,1,0.125,0.28,0,0.186,0.699,166.067,198000
Diljit Dosanjh,Jind Mahi,0.73,0.705,5,-4.358,0,0.0328,0.286,0,0.113,0.655,139.924,175000
Diljit Dosanjh,Gulabi Pagg,0.638,0.874,4,-2.941,0,0.115,0.195,0,0.308,0.686,80.88,170882
Sidhu Moose Wala,Sohne Lagde,0.589,0.716,2,-5.651,0,0.146,0.354,0,0.109,0.328,84.382,209453
Garry Sandhu,Illegal Weapon,0.814,0.666,6,-6.555,1,0.0635,0.488,4.23E-05,0.108,0.714,94.02,230000
Gurmeet Singh,Laung Laachi Title Track,0.714,0.818,0,-2.666,1,0.0416,0.502,0,0.133,0.742,97.999,160636
